iteration,fitness,r2,mae,rmse,param_n_estimators,param_learning_rate,param_subsample,param_colsample_bytree,param_reg_alpha,param_reg_lambda
24,-0.22269103442102145,0.3853111267089844,0.24679812788963318,0.36120403324037265,794,0.0983865648658284,0.6658623412571767,0.8136357677501768,0.4848299713589832,0.6924360328902703
25,-0.25342003330140345,0.37107980251312256,0.25913843512535095,0.36536140068917505,283,0.1079083997070521,0.9771638815650077,0.7292811728083021,0.5187906217433661,0.7030189588951778
26,-0.35089002642997863,0.3260083794593811,0.2986717224121094,0.37822668347725036,162,0.02881875166160465,0.7015661655737379,0.6987504251354405,0.6963042728397884,0.712270589924442
27,-0.23628596971732113,0.3766254782676697,0.24916444718837738,0.36374700079661343,662,0.0926037433694656,0.6147547789418131,0.8438257335919588,0.5026790232288615,0.05147875124998935
28,-0.33868087930455537,0.30454397201538086,0.2590227425098419,0.3842021088100943,785,0.27339710693032954,0.695824756266789,0.6579579488364892,0.489452760277563,0.9856504541106007
29,-0.31169653526635205,0.32293057441711426,0.25553783774375916,0.37908927193970715,465,0.18188204992502413,0.632341330533086,0.7478617824245618,0.24215993827742588,0.8031397563798959
30,-0.30933782347356387,0.3242570757865906,0.25487715005874634,0.3787177492014081,886,0.19336869087213804,0.8534118843043579,0.8143098736299034,0.0902897700544083,0.835302495589238
31,-0.2607753220271597,0.3602954149246216,0.2525901198387146,0.3684806171130667,173,0.1573776452548084,0.8783251227163527,0.943343521925488,0.32595890520188475,0.2202410475655483
32,-0.278166338277943,0.3437286615371704,0.24867352843284607,0.37322147138226736,395,0.1585069869067915,0.6905983100791752,0.8580691161637799,0.17436642900499144,0.690937738102466
33,-0.27763393462001706,0.35111677646636963,0.2576359808444977,0.371114730241889,689,0.16014789165296922,0.9350840423629312,0.8702760468157122,0.7352161192407721,0.20907162073771368
34,-0.33960498148424345,0.3048135042190552,0.26029083132743835,0.3841276543758603,464,0.2644284124804845,0.7031766510860622,0.8639936184136716,0.8172222002012158,0.5552008115994623
35,-0.24821615384877588,0.3706197738647461,0.2533408999443054,0.36549502776921655,621,0.0856404607008186,0.9985014799031697,0.9861677405155175,0.5582934536070976,0.8826363431893397
36,-0.3226727223856321,0.3387609124183655,0.2868022322654724,0.37463140253852517,58,0.09087269225173274,0.8801431319891084,0.9386644568953224,0.8563242918780924,0.4045081271221901
37,-0.3607692011208811,0.2943567633628845,0.268120139837265,0.38700582464650063,722,0.19618917738474345,0.6336559859980195,0.6646514856378455,0.8985541885270792,0.6064290596595899
38,-0.2695179579680399,0.3558175563812256,0.2555674910545349,0.3697680232947306,276,0.11796200230290549,0.9760533769831113,0.989465534702127,0.2839209747374657,0.30536386034439345
39,-0.2805495032988481,0.3446076512336731,0.2521857023239136,0.3729714522086076,755,0.21064960733088103,0.8607845038010402,0.689707723784224,0.7121792213475359,0.23724908749680007
40,-0.24369770021781073,0.37947195768356323,0.2602540850639343,0.36291557283743964,326,0.061858585674185354,0.7465875138331439,0.8976682092226249,0.7209399242521293,0.3080607918523892
41,-0.2306759290479078,0.38500237464904785,0.25438356399536133,0.3612947397015943,737,0.03716568267014682,0.7470863212237734,0.7060809470726902,0.24398964337908358,0.9730105547524456
42,-0.25167655574654685,0.3652716279029846,0.24990355968475342,0.36704462396477805,414,0.15115522435824197,0.9624395150874216,0.7737577462041715,0.3500784076946757,0.6451033620305648
43,-0.32206355609967174,0.3166295886039734,0.2578440010547638,0.38084914364888134,928,0.15283013120747052,0.6780971951192178,0.888980846104602,0.2807723624408558,0.02431596643145384
44,-0.41622190955453126,0.29109275341033936,0.31941479444503784,0.38789986851983277,98,0.022645093808785786,0.9978202043189364,0.7879778055963772,0.2795603417967586,0.883494022266259
45,-0.27512900234101645,0.3663814663887024,0.27478688955307007,0.3667235791766488,941,0.014482418793371553,0.9713274250350902,0.7712736593269257,0.9666548190436696,0.9636199770892528
46,-0.29702340882398565,0.34512072801589966,0.26931869983673096,0.37282543700315435,165,0.09539017870017984,0.7540390914407701,0.9404546686067428,0.31692200515627766,0.1694927466860925
47,-0.2455420643064007,0.36609017848968506,0.2448243796825409,0.36680786311354485,842,0.12446052537474693,0.9376852562905246,0.9720067339243328,0.0704161308495439,0.20891871761536018
48,-0.3857333066237819,0.27164340019226074,0.26419171690940857,0.3931849899066341,992,0.2971156165302363,0.6560336060946096,0.8073318609454947,0.8773730719279554,0.7407686177542044
49,-0.20855578435535355,0.39488309621810913,0.24505823850631714,0.35838064206714554,978,0.04962018611818836,0.8835643987640474,0.8211279907631631,0.2965101436477985,0.4197808564462765
50,-0.3280294929575798,0.314184308052063,0.2606838643550873,0.38152993665455553,867,0.26145097238823006,0.9652962210225885,0.8045369595443751,0.5015162946871996,0.7982951789667752
51,-0.28683103534692145,0.3600780963897705,0.27836593985557556,0.3685431918811164,370,0.030572865929979022,0.7587135308855554,0.6203074124157587,0.8866171489506599,0.027616771873704704
52,-0.26287738801345734,0.3731134533882141,0.2712206244468689,0.36477021695480255,403,0.03725476255385201,0.8313120563984696,0.6143769095186968,0.46559801813246016,0.5426446347075766
53,-0.28080775739589287,0.34085243940353394,0.24762175977230072,0.3740384370271261,174,0.25329071560011535,0.9441618473246701,0.7001005442063456,0.0388347344294232,0.3032655146732228
54,-0.2563440643897607,0.3660273551940918,0.25554537773132324,0.36682604185252926,493,0.10472886012085185,0.9311476015150355,0.7086171663278967,0.9652518303907698,0.45726516161372854
55,-0.25209713245013043,0.37451910972595215,0.2622551918029785,0.36436105037310407,823,0.02498769913889623,0.8125418526272592,0.8162540486440426,0.6374299014982066,0.7260913337226615
56,-0.30041271456860325,0.3284478783607483,0.251319020986557,0.37754157194279453,318,0.2911656914631061,0.8858380416719809,0.6164270067071503,0.39882090144479454,0.43352073758074205
57,-0.3792578987704241,0.3089396357536316,0.30521154403686523,0.38298599048719045,107,0.03275235058925713,0.610140297366183,0.98505936587117,0.8359801205122058,0.695974206093698
58,-0.25680274244900814,0.36591047048568726,0.2558533549308777,0.3668598580038177,690,0.060255352820545276,0.6625748170684344,0.7000971592658382,0.5492266647061205,0.7145959227000623
59,-0.2532216994499275,0.36261922121047974,0.2480301856994629,0.36781073496094435,537,0.2810380592285158,0.8553082375373402,0.8066785029706267,0.6571113285001668,0.43567289867789105
60,-0.3088092966266365,0.331190824508667,0.2632303833961487,0.3767697377391548,910,0.13168401810405908,0.699092395800463,0.7423890714605046,0.7578461104643691,0.014393488629755868
61,-0.3144444811342144,0.3462648391723633,0.2882097065448761,0.3724996137617016,269,0.023340766186308294,0.616291520927588,0.9421842336044028,0.7036578593800237,0.4741738290873252
62,-0.2667617954924231,0.3533884286880493,0.24968568980693817,0.37046453437353427,267,0.23137568267113418,0.9227651908203118,0.7385217284357604,0.4646738129396114,0.6497736826427634
63,-0.3366796052264957,0.30860257148742676,0.26220279932022095,0.3830793773937015,811,0.18859652843514277,0.8540374603470575,0.6181216039088178,0.3746126146264712,0.6258599157142364
64,-0.2985789610694227,0.3316379189491272,0.25357308983802795,0.37664379018052196,491,0.15530156633542516,0.815750979360025,0.8735855077592565,0.6158511643899138,0.9438916045607572
65,-0.32628751718174337,0.3386029601097107,0.29021432995796204,0.374676147333492,307,0.017688280057070325,0.8343102325093853,0.9760920965699831,0.575474177875879,0.3881699262065219
66,-0.24586871050235287,0.3791065812110901,0.26195287704467773,0.3630224146687652,429,0.04726510243783395,0.9244816706944012,0.9282557902975821,0.6259396701015728,0.8204268437712681
67,-0.2940173541449848,0.33081573247909546,0.24795770645141602,0.37687538017266425,217,0.2725516861672585,0.6783164539157186,0.6277445203500661,0.10077800137742665,0.018221825651549728
68,-0.2835938386290099,0.33915555477142334,0.24822981655597687,0.37451957684445636,548,0.18929362645798892,0.7346216859554906,0.8622890541522968,0.38539662096556504,0.6816136689727897
69,-0.23014140359830215,0.3807462453842163,0.24834488332271576,0.3625427656598027,467,0.0856014131884119,0.7984149817173625,0.8771561434767757,0.34833660445319736,0.9366481518557073
70,-0.3230493784743925,0.3158974051475525,0.2578936517238617,0.3810531318980833,425,0.22317060270312686,0.9213923721539394,0.7128138290285226,0.17743954377972282,0.7506147516408583
71,-0.26945726368512235,0.35426634550094604,0.25351065397262573,0.37021295521344266,241,0.17701812682484452,0.892659102119856,0.6510758917689862,0.25001644921610466,0.5805440123439098
72,-0.30911661824583503,0.32847726345062256,0.260060578584671,0.37753330311178657,712,0.27991962442503376,0.9433651007372047,0.7715976109500073,0.7508710677914974,0.7545428740846823
73,-0.2942825666273215,0.33620500564575195,0.25513285398483276,0.3753547182882407,922,0.11954137699112549,0.8137309894122253,0.7986244762732311,0.38961808621920346,0.2976351745093109
74,-0.32245081669141545,0.3323456048965454,0.2783520817756653,0.3764443398122956,68,0.12286848683290728,0.6043350605921193,0.9621527905677054,0.09128667678613356,0.31931363759041487
75,-0.2767870459256217,0.34176188707351685,0.24476861953735352,0.37378031346178503,767,0.20626327228304794,0.793008379857057,0.797210263108722,0.08328441119525964,0.09170414725848108
76,-0.2812356793929019,0.3493918180465698,0.2590198218822479,0.3716076755572238,445,0.10531271815727562,0.8690073824308153,0.900949811775072,0.7915790437258485,0.7896181427945539
77,-0.28514800955269726,0.33742767572402954,0.2475668042898178,0.375008880986909,158,0.27996944064931484,0.9896992834137641,0.9983724968121317,0.05587115467735004,0.7370355567910089
78,-0.2695014987992908,0.35450130701065063,0.25385719537734985,0.3701456104325916,782,0.1117653536401028,0.6468268065710423,0.6571966728211344,0.7615106317174722,0.6182180633162611
79,-0.3191617726846786,0.32013678550720215,0.2594279646873474,0.37987059350453334,302,0.2531594214915556,0.7704365900187764,0.6890305670284123,0.39665160195425186,0.8918969087767766
80,-0.3053918745504782,0.3496946692466736,0.28356537222862244,0.3715211715685294,243,0.03359114638615093,0.6339350856340767,0.9946558314004702,0.3742707957561203,0.3706421470668909
81,-0.25764591883717347,0.3651876449584961,0.2557646632194519,0.36706890057621766,549,0.07863870616780283,0.9630774825394185,0.8367554955285137,0.35021824670031354,0.7081811955831998
82,-0.25975607777972126,0.36079466342926025,0.2522139549255371,0.3683367862834444,836,0.23537260561895665,0.8233616998943221,0.7696888036987906,0.906354385094736,0.11119748230615134
83,-0.27466176646484064,0.35475218296051025,0.2593402862548828,0.3700736631704681,500,0.08356783042321023,0.7620808347125668,0.8285892100820043,0.7409738609106683,0.7671948531085717
84,-0.32373240449639257,0.31793534755706787,0.26118263602256775,0.3804851160308927,944,0.19827098761365844,0.8984179517061692,0.8333475060388639,0.9621725484745419,0.37487057952370406
85,-0.2923438378976345,0.35408347845077515,0.27616193890571594,0.3702653774426937,418,0.03403848329107272,0.8113480485188836,0.7745343326426224,0.8021092490267341,0.9779006687542708
86,-0.3313434097340365,0.33791834115982056,0.2943917512893677,0.37486999960448936,222,0.022516374465667073,0.9564572454792284,0.8110804436345199,0.9929647961193003,0.07379656473539886
87,-0.3097424173185699,0.3235388398170471,0.2543622851371765,0.3789189719984405,276,0.21166922570092778,0.6301738188359077,0.6664861727637011,0.21680910658649122,0.29449394683942987
88,-0.2337388219053958,0.37031519412994385,0.23847056925296783,0.3655834467823718,562,0.1919918432243784,0.8337257247692401,0.9604632041963956,0.04544638034145787,0.2809631895922303
89,-0.22890951703918516,0.3902372121810913,0.25939294695854187,0.3597537822617346,785,0.02678053034973514,0.7578087194432519,0.6427024263743537,0.3356600647969632,0.16967990389556553
90,-0.2947578548426739,0.3345174193382263,0.25344371795654297,0.37583155622435727,725,0.14447253743259483,0.7413408912104211,0.8334624447403488,0.07773463696498484,0.9743948076661665
91,-0.29514772676459405,0.33392345905303955,0.25307193398475647,0.37599925183287713,753,0.141439845580361,0.6129263804438602,0.7119054028675783,0.41120672087218624,0.6027818820232985
92,-0.2502324542533889,0.37189608812332153,0.2570043206214905,0.36512422175521997,801,0.05715891241001848,0.9643708737975369,0.9290148971692676,0.949799913291924,0.72571950838836
93,-0.3521903111905755,0.2924155592918396,0.25706809759140015,0.38753777289101493,864,0.27656120003231227,0.6330993680141225,0.9506645943703171,0.55158787254407,0.16483426113700095
94,-0.3228849442405865,0.314325749874115,0.2557201087474823,0.3814905853672192,850,0.2355046622832154,0.7921480327465419,0.9941144202662018,0.37673896993794076,0.7495782999760721
95,-0.3368390262252634,0.3040998578071594,0.2566141188144684,0.38432476521795444,266,0.29127517536623493,0.9368475692542835,0.9353314818844551,0.4686931597949703,0.4148195023376652
96,-0.3232905239888531,0.3413269519805908,0.29071369767189026,0.37390377829755367,434,0.013964869799829213,0.6301436241409849,0.8766857588675647,0.5343462750294631,0.7499107494699718
97,-0.2766108226555536,0.34759944677352905,0.25209107995033264,0.37211918947875,820,0.17107519462476195,0.9075949660722042,0.9779062919529712,0.8496473906774115,0.24734810174319766
98,-0.30430573343373335,0.3484058380126953,0.28082242608070374,0.3718891453657249,127,0.06946314526689222,0.7005769758047193,0.7098927188103635,0.20722764900805646,0.8782206674791923
99,-0.3004267223899423,0.33315032720565796,0.25735965371131897,0.37621739588428127,537,0.1892571897327898,0.7432650872131362,0.6454230368798516,0.6715731955927996,0.5203077009037933
100,-0.31120502681979373,0.3301941156387329,0.26434874534606934,0.3770503971124573,167,0.2510977321181253,0.7231108959084198,0.9265542940852249,0.967973765439823,0.08840822336564658
