flood,lulc,Density_River,Density_Road,Distan2river_met,Distan2road_met,aspect,curvature,dem,flowDir,slope,twi,NDVI,rainfall,NDBI,NDWI
1,0.6,0.565692258,0.526861445,0.267124933,0.002629403,0.886521623,0.349637695,0.571466364,0.171359172,0.229067227,0.792361899,0.374776074,0.578682943,-0.057377048,0.31564987
1,0.6,0.53678124,0.516296666,0.189870401,0.003895527,0.637779976,0.435339427,0.610553943,0.043510385,0.069244131,0.582358516,0.258486794,0.578682943,0.11867948,-0.34345472
1,0.2,0.449084484,0.857169227,0.07524647,0.004338423,0.372426669,0.357786898,0.530442062,0.02082386,0.239958399,0.244432301,0.178382907,0.466488638,-0.22342733,0.61076605
1,0.6,0.467073562,0.558579497,0.505605912,0.016404451,0.390817094,0.575672967,0.506352088,0.029807083,0.078941676,0.420124044,0.24969046,0.466488638,-0.3450011,-0.45274103
1,0.3,0.09540636,0.087473238,0.839736814,0.096808073,0.16627023,0.502856202,0.264652052,0.039143655,0.091860154,0.45392806,0.243394923,0.574786854,0.20255445,-0.48024315
1,0.6,0.617410858,0.236357832,0.39370088,0.062904667,0.363669122,0.307803945,0.280605824,0.03073395,0.053674405,0.488712891,0.404813727,0.574786854,0.21539284,-0.34555453
1,0.9,0.905236107,0.246839646,0.096462708,0.02004068,0.64040708,0.495939863,0.252003621,0.07145941,0.068917488,0.503606574,0.276060871,0.574786854,-0.13736713,-0.47507954
1,0.9,0.849341471,0.275434869,0.111486292,0.08166604,0.878232315,0.739589179,0.268515279,0.216659088,0.106046531,0.806872949,0.634465741,0.574786854,0.018923465,-0.5527454
1,0.9,0.749437841,0.241206085,0.416262444,0.024630381,0.570313452,0.199938253,0.314639586,0.053226047,0.253061352,0.454871733,0.56867774,0.574786854,0.09805437,-0.38339922
1,0.9,0.597173145,0.432602832,0.247869966,0.013026639,0.786967838,0.374345174,0.415636902,0.173498448,0.058854672,0.691133879,0.106963795,0.574786854,0.1706998,0.026362939
1,0.6,0.609380019,0.533837919,0.232002246,0.163893556,0.83196064,0.446107751,0.530421345,0.086102269,0.186466009,0.409328231,0.147068198,0.574786854,0.05794228,-0.3463476
1,0.6,0.544169611,0.515462967,0.352101583,0.061902822,0.472366955,0.203742835,0.582194842,0.081361741,0.295716964,0.41616259,0.636583668,0.607743153,0.07920228,-0.5385592
1,0.6,0.44137488,0.551133082,0.150669842,0.083975996,0.27590374,0.34234091,0.616565367,0.00966643,0.212877233,0.559367542,0.278473635,0.466488638,0.08744504,-0.29782307
1,0.6,0.520719563,0.658521019,0.205578811,0.072907981,0.283989085,0.371334181,0.641967076,0.037379088,0.127380646,0.471473039,0.542448486,0.466488638,0.10700564,-0.3782488
1,0.3,0.606488917,0.870030892,0.489293916,0.035863639,0.630752221,0.609969388,0.543417351,0.082909523,0.132513441,0.393991328,0.093462788,0.466488638,0.05553323,-0.5536753
1,0.9,0.614519756,0.207576726,0.363247211,0.014707908,0.786308297,0.369967006,0.284608744,0.167341695,0.027489241,0.914179709,0.530104058,0.574786854,-0.34535366,-0.7184732
1,0.9,0.754577578,0.206073643,0.208591362,0.029186253,0.044659483,0.564533312,0.271792466,0.158950993,0.10593532,0.593037127,0.129497917,0.574786854,0.10170599,-0.4518362
1,0.3,0.724381625,0.166779748,0.201547904,0.059648592,0.922174414,0.403600624,0.032071978,0.437797874,0.012436909,0.990869072,0.50117669,0.607743153,-0.25177222,-0.54480034
1,0.6,0.724381625,0.843754033,0.33289745,0.00468009,0.44912684,0.359887373,0.556434035,0.02082386,0.269960825,0.547827768,0.141963391,0.607743153,0.20631945,-0.36968577
1,0.3,0.674590427,0.773779647,0.107625036,0.078480935,0.127684043,0.257227715,0.515268185,0.177720957,0.173291951,0.883125463,0.334134552,0.607743153,-0.27409917,-0.64166665
1,0.9,0.644715708,0.183913794,0.555722227,0.132441103,0.730384266,0.425659323,0.322509641,0.130428605,0.04195173,0.221095216,0.291639963,0.408500774,-0.24217118,-0.7085427
1,0.6,0.76389335,0.203349354,0.154562903,0.095950564,0.330241005,0.614615084,0.328657444,0.014443067,0.144067177,0.653847814,0.282154538,0.466488638,-0.1885413,-0.4358529
1,0.9,0.5795053,0.399299978,0.586497095,0.094016044,0.48230376,0.255190931,0.459142416,0.106762759,0.067798744,0.981839379,0.184808218,0.484244025,-0.026569573,-0.6239103
1,0.6,0.378413106,0.494991069,0.564388719,0.009454611,0.688959429,0.263776857,0.60415485,0.073479945,0.232766565,0.323216097,0.370711353,0.466488638,-0.09475655,-0.65796936
1,0.6,0.373915837,0.530818446,0.556034178,0.077547171,0.30578532,0.397066554,0.584718672,0.01621005,0.212812259,0.867638886,0.10454477,0.574786854,-0.07095151,-0.61001164
1,0.6,0.514937359,0.716522521,0.232441702,0.0590728,0.890948571,0.566311077,0.608051856,0.216659088,0.250307199,0.504133129,0.039250819,0.574786854,0.08218812,-0.42437106
1,0.6,0.589784774,0.867115919,0.340212843,0.026700142,0.779075604,0.639910978,0.623023297,0.127823901,0.246459879,0.603148483,0.650020547,0.574786854,0.12231574,-0.44815055
1,0.6,0.949566335,0.906794482,0.083149028,0.002156798,0.214717605,0.561788874,0.642829425,0.159397497,0.087728648,0.925189393,0.048631325,0.574786854,-0.03483366,-0.5336427
1,0.9,0.70575008,0.177917052,0.231389216,0.089026939,0.117153748,0.451719999,0.341089507,0.065435081,0.026851239,0.37672865,0.350907599,0.574786854,-0.32436746,-0.71741056
1,0.9,0.875682621,0.231581189,0.157543285,0.050585115,0.742966957,0.233054076,0.356996775,0.143805446,0.257676474,0.648830232,0.293666631,0.574786854,0.20384908,-0.3221194
1,0.6,0.396723418,0.548481267,0.490174958,0.023734392,0.858366984,0.378865432,0.674875993,0.192300272,0.152181917,0.391010456,0.082499197,0.484244025,-0.044666003,-0.5924012
1,0.6,0.306135561,0.5221015,0.706398591,0.020609021,0.774015481,0.367284922,0.549202662,0.086102269,0.051317897,0.454057874,0.410769273,0.539328277,0.030927835,-0.56353956
1,0.6,0.393832316,0.547232479,0.748515527,0.045663053,0.351645103,0.367458371,0.604699061,0.015652158,0.042671775,0.865382656,0.40946262,0.539328277,-0.29719797,-0.5745748
1,0.6,0.390941214,0.544064537,0.786596878,0.066541953,0.525387363,0.501034801,0.589786102,0.011720466,0.257306168,0.589057464,0.385245995,0.539328277,0.3570791,-0.23048009
1,0.6,0.392868615,0.547312154,0.812982623,0.147605884,0.580144797,0.41299047,0.590227951,0.064909389,0.160422636,0.767072265,0.04453435,0.539328277,-0.2830611,-0.5109354
1,0.6,0.396080951,0.546285637,0.772707019,0.158480798,0.471154932,0.685314114,0.598682941,0.014458415,0.204955705,0.71289509,0.040692748,0.539328277,-0.2793846,-0.5898547
1,0.6,0.56312239,0.700253668,0.23434491,0.025337014,0.180317811,0.380664711,0.685155281,1,0.073495093,0.442650752,0.473440431,0.539328277,0.12920837,-0.39504373
1,0.6,0.576614199,0.755368874,0.278763512,0.018309332,0.772195325,0.576994318,0.673879593,0.142302252,0.17251772,0.294888822,0.039541482,0.563506972,0.14978369,-0.35738954
1,0.3,0.841631866,0.96302658,0.171179649,0.091543995,0.526498378,0.489670768,0.585369113,0.017457258,0.311178271,0.686461659,0.364413349,0.563506972,-0.1573741,-0.33957845
1,0.6,0.354963058,0.530453165,0.468579122,0.119682965,0.509752737,0.340984918,0.627202255,0.06142085,0.197342346,0.498715376,0.059191936,0.563506972,-0.15480727,-0.55978453
1,0.6,0.387086412,0.547232202,0.278703347,0.141966337,0.583200905,0.397683898,0.703773623,0.032580958,0.1787237,0.651003565,0.232528661,0.563506972,-0.35154095,-0.5153814
1,0.6,0.419209765,0.581868032,0.017463235,0.038626706,0.47820954,0.475961219,0.701863772,0.019514496,0.223952276,0.36233364,0.221211038,0.563506972,-0.28283817,-0.7294601
1,0.6,0.893671699,1,0.240082302,0.015276347,0.634639764,0.34324292,0.69055983,0.086102269,0.205711917,0.728550918,0.068542275,0.397810126,-0.19180633,0.48470208
1,0.6,0.652425313,0.085887779,0.784897342,0.007358057,0.232487445,0.37459374,0.615925067,0.019545704,0.282185631,0.259285748,0.318253414,0.455995379,0.17939973,-0.27503973
1,0.9,0.937038227,0.118242049,0.091431382,0.069285015,0.230604368,0.784601537,0.47890857,0.972769017,0.157803993,0.318099395,0.672670782,0.539328277,-0.01464919,-0.56109136
1,0.6,0.582717636,0.190220387,0.631751483,0.085894917,0.101870284,0.561134459,0.419125681,0.213210119,0.176042429,0.980590426,0.110918664,0.305020432,-0.113099955,-0.64605296
1,0.9,0.641182139,0.17321436,0.503038673,0.179409558,0.411329097,0.541609919,0.342961317,0.025773422,0.105108123,0.737742458,0.232169697,0.423491622,-0.011258956,-0.08690869
1,0.9,0.487632509,0.20733201,0.341001045,0.033808145,0.446316712,0.256185317,0.420430865,0.014985566,0.206813029,0.485125996,0.303529235,0.242055712,0.21954778,-0.35844266
1,0.6,0.541920977,0.209193657,0.488703136,0.205599571,0.537832873,0.282913901,0.366576413,0.06712657,0.194357098,0.219351923,0.352930094,0.275930992,0.08730857,-0.4297532
1,0.6,0.893671699,0.574464801,0.221909582,0.051239647,0.731201301,0.508977372,0.612540427,0.086102269,0.090750115,0.325751377,0.221853645,0.339390929,-0.107248835,-0.6123457
1,0.6,0.887247029,0.628910692,0.053693929,0.005676619,0.616419981,0.295908017,0.606192082,0.040127289,0.22722112,0.37996964,0.18770308,0.44609771,0.21260834,-0.38556144
1,0.6,0.532605204,0.64000255,0.085915469,0.005418105,0.097828829,0.31486517,0.765179044,0.643181267,0.023418858,0.678250829,0.029628601,0.268599989,-0.038069706,-0.38022813
1,0.6,0.550915516,0.66040809,0.191873034,0.106508591,0.095658242,0.513141372,0.770138627,0.370301218,0.148585287,0.541281332,0.292381987,0.386423253,0.117395595,-0.5872265
1,0.6,0.654031481,0.743844986,0.222096018,0.029119164,0.673439932,0.211000603,0.783360154,0.110725153,0.175200025,0.52243156,0.371923332,0.276347961,-0.008867495,-0.6200163
1,0.6,0.901702538,0.972137035,0.135162021,0.00263835,0.556168063,0.362158624,0.724717501,0.048637007,0.042391497,0.452416513,0.158389426,0.347706551,-0.24966717,-0.7147729
1,0.6,0.892386765,0.963306022,0.051565017,0.058834367,0.033280676,0.578884272,0.665814087,0.162521949,0.010512636,0.938335141,0.053141337,0.30451146,-0.34768778,-0.7234042
1,0.6,0.608737552,0.847615294,0.187474046,0.062884842,0.717121929,0.365216657,0.670892053,0.052328208,0.107004054,0.702597022,0.581665534,0.276347961,0.002355713,-0.43356842
1,0.4,0.612271121,0.462995606,0.075713584,0.027272701,0.04681014,0.369093438,0.004749214,0.336168189,0.079280658,0.753954451,0.304946309,0.276347961,-0.28887933,-0.6793722
1,0.7,0.460327658,0.677041519,0.442136546,0.007395349,0.651833887,0.464631827,0.021829125,0.093507034,0.148285817,0.462071005,0.140441397,0.29467967,0.16296457,-0.37603402
1,0.6,0.807581111,0.249612948,0.201034888,0.094888388,0.606988772,0.218383566,0.435251248,0.082165359,0.24955123,0.443261133,0.072041987,0.244878229,-0.048305225,-0.5174212
1,0.6,0.976871185,0.551664165,0.396199099,0.055115907,0.682082906,0.425024355,0.601786971,0.056011524,0.263129885,0.353097143,0.289723146,0.735545465,-0.049568687,-0.38899302
1,0.6,0.886604562,0.567946347,0.164401609,0.005413907,0.903290986,0.44670431,0.627431801,0.219383027,0.104989298,0.979391407,0.281278186,0.29467967,0.04493872,-0.34183672
1,0.6,0.881464825,0.787992119,0.027623022,0.087463609,0.414860957,0.482591919,0.782564613,0.011047454,0.159467635,0.554034878,0.192955305,0.408483149,0.07007455,-0.58763635
1,0.6,0.929328622,0.845917741,0.083734554,0.012646531,0.176937497,0.547777521,0.749143528,0.413027306,0.292051462,0.485624283,0.439667233,0.806674135,0.090699166,-0.5341991
1,0.6,0.883392226,0.910541769,0.197034891,0.01709687,0.331356263,0.257975115,0.71201268,0.892203057,0.159923617,0.760510353,0.254085497,0.256604507,-0.36020672,-0.7270341
1,0.6,0.624799229,0.732542814,0.203890932,0.042626202,0.811529818,0.260772792,0.675799467,0.107726096,0.288719127,0.351097652,0.080065372,0.14741381,-0.339823,-0.7591866
1,0.6,0.624477996,0.751672435,0.180742819,0.035260312,0.775703047,0.234651707,0.676390125,0.137464187,0.26143297,0.527841137,0.226589622,0.388847423,-0.2063136,-0.7136353
1,0.6,0.884034693,0.55187306,0.64258953,0.031722404,0.777054546,0.522418908,0.653251959,0.125662741,0.297133337,0.854256621,0.071899123,0.143407644,-0.048711203,-0.5769657
1,0.3,0.793446836,0.49540984,0.753333795,0.178960378,0.824540123,0.188929871,0.580972566,0.224372868,0.052480597,0.906619367,0.070992036,0.688359787,0.21422587,-0.35247084
1,0.6,0.56312239,0.428578134,0.637931386,0.022645345,0.323156206,0.38049819,0.678168964,0.02082386,0.225010692,0.289188124,0.142526312,0.300224344,-0.4284058,-0.77159977
1,0.3,0.75746868,0.129829941,0.211736015,0.117408961,0.164381762,0.267896006,0.622119593,0.985311648,0.032218313,0.793175964,0.059375592,0.458075241,-0.029311521,-0.50498337
1,0.2,0.503694186,0.871702467,0.005272485,0.047947469,0.798721251,0.294895399,0.008277375,0.271478238,0.068246962,0.866621267,0.580710256,0.516836785,-0.06410147,-0.6193808
1,0.6,0.425313203,0.294855461,0.096279563,0.005997608,0.749247033,0.452807734,0.423308979,0.12312597,0.099590254,0.523278588,0.082368285,0.799199672,-0.09544215,-0.5510204
1,0.6,0.67298426,0.285343662,0.157318442,0.061192996,0.87680026,0.233780327,0.502597538,0.23453206,0.251019345,0.542204964,0.062830908,0.324738056,0.001192369,-0.59936357
1,0.6,0.74204947,0.321207369,0.031349332,0.02273411,0.348287502,0.228713466,0.474739793,0.058866376,0.076501167,0.866904753,0.142545665,0.39894149,-0.29611537,-0.68848485
1,0.6,0.606810151,0.618924774,0.249511803,0.073841843,0.267029499,0.362204083,0.803281351,0.110378412,0.269413745,0.620743112,0.120929824,0.516836785,-0.22528227,-0.6877907
1,0.6,0.477031802,0.657220887,0.347221609,0.078621128,0.598677342,0.352533704,0.877192866,0.031048762,0.001948422,0.892764815,0.476987765,0.110306878,-0.03649097,-0.53409714
1,0.3,0.666880822,0.74822407,0.237529439,0.105294629,0.679164188,0.382416464,0.705719383,0.04624879,0.184389179,0.496295079,0.253357512,0.914952454,0.15148924,-0.4553899
1,0.6,0.556376486,0.166929683,0.12190995,0.004696289,0.032456475,0.478571346,0.662781403,0.110494781,0.18842555,0.295406737,0.399891248,0.574414365,-0.13484313,-0.68424296
1,0.9,0.466431095,0.341761181,0.266292175,0.110945384,0.86633706,0.231469938,0.419768309,0.154736624,0.184985948,0.967024054,0.06486953,0.752268384,-0.3123555,-0.7340595
1,0.6,0.692258272,0.68571168,0.084045931,0.058614794,0.77936861,0.437985897,0.705488455,0.135410791,0.17228295,0.326232383,0.053311902,0.916372745,0.1541502,-0.36425588
1,0.6,0.350787022,0.663583394,0.4416601,0.164301859,0.388780732,0.787147609,0.874884219,0.019492913,0.172757933,0.544436175,0.406370252,0.399436464,0.084231146,-0.49480414
1,0.3,0.537744941,0.747052165,0.229048599,0.096789637,0.688144828,0.335424571,0.748162913,0.211932784,0.092082673,0.396003174,0.293544447,0.392995203,-0.030173944,-0.35670874
1,0.3,0.530035336,0.737359376,0.266637418,0.096564388,0.395593394,0.295135456,0.745784656,0.27511106,0.060008627,0.864857752,0.268393035,0.173501121,-0.033160716,-0.555039
1,0.3,0.550915516,0.745643679,0.275043857,0.104452021,0.447326371,0.295198054,0.748590437,0.02082386,0.034623467,0.758978894,0.34494067,0.763035783,0.19272727,-0.38410154
1,0.3,0.560873755,0.747295393,0.271512404,0.083948127,0.635954255,0.368833811,0.746768428,0.154905628,0.106138074,0.88106407,0.332102381,0.113390686,-0.300162,-0.7296798
1,0.6,0.686476068,0.519376772,0.7599063,0.006467701,0.696065445,0.478209983,0.789845312,0.174045009,0.221176976,0.235607118,0.096522333,0.782824125,0.08742989,-0.54352677
1,0.6,0.358817861,0.34641965,0.220233585,0.056872703,0.48429574,0.590564938,0.672072895,0.02082386,0.077011583,0.324163174,0.204897132,0.90595433,-0.099040546,-0.49107707
1,0.6,0.446193383,0.172536205,0.227545671,0.179034265,0.244326874,0.553769728,0.639142275,0.604098925,0.07981295,0.287608716,0.271276703,0.109531527,-0.38212526,-0.74940616
1,0.2,0.622229361,0.266521769,0.065027772,0.009588841,0.646705313,0.550852935,0.456297726,0.084213456,0.307093125,0.255133455,0.261138995,0.074720921,0.28418714,-0.30663964
1,0.3,0.578220366,0.574293009,0.576688556,0.012237871,0.178622489,0.320143767,0.001764806,0.176676766,0.03304199,0.756501028,0.748295773,0.379245465,-0.23564065,-0.66633564
1,0.6,0.374879537,0.327119022,0.001895039,0.152693268,0.026834096,0.230148222,0.409241242,0.414657344,0.095341965,0.321577883,0.114899147,0.484297535,-0.179567,-0.6652018
1,0.6,0.762287183,0.510660104,0.492348755,0.003706421,0.447076078,0.304230548,0.660828618,0.077225687,0.079888443,0.99515252,0.501335492,0.815529435,-0.36176288,-0.7189189
1,0.6,0.321876004,0.748594855,0.161247499,0.024290446,0.434660063,0.489789035,0.847778608,0.75375133,0.109371878,0.383986574,0.201972862,0.921413379,0.114964955,-0.45774814
1,0.3,0.422743334,0.746547983,0.426238281,0.081207583,0.332054413,0.230915678,0.808674456,0.821292872,0.102705941,0.892610704,0.196667703,0.921413379,-0.015704826,-0.5631916
1,0.3,0.61130742,0.460855405,0.485686073,0.065925317,0.746977491,0.752372045,0.816056965,0.127917329,0.033174187,0.760522269,0.083975087,0.373723875,0.18488982,-0.26103896
1,0.6,0.746867973,0.130793516,0.765422619,0.002352036,0.279299324,0.375478976,0.708380894,0.062078871,0.088553529,0.495013163,0.187816157,0.373723875,-0.10871441,-0.65486157
1,0.6,0.38869258,0.199386767,0.275832086,0.004223331,0.346876316,0.198205218,0.798156742,0.012741978,0.086578254,0.345072019,0.244044739,0.416026536,-0.09926929,-0.62401265
1,0.6,0.438483778,0.209239934,0.04788016,0.051897917,0.366794656,0.192241939,0.685631975,0.554333737,0.198192344,0.356707534,0.125582511,0.416026536,0.01654997,-0.50145775
1,0.6,0.864760681,0.092226235,0.10860853,0.035778923,0.555037362,0.299326805,0.678644947,0.699923113,0.126929585,0.833997827,0.244216063,0.077704555,-0.31837463,-0.6936756
1,0.6,0.377770639,0.419126242,0.198792799,0.027681822,0.375783018,0.35961547,0.625654738,0.201949524,0.164580912,0.351683014,0.054605653,0.103649176,-0.18307906,-0.6747382
1,0.6,0.20526823,0.663141508,0.67340464,0.059996551,0.359025204,0.397022675,0.783235219,0.019942513,0.16695162,0.987391589,0.112136145,0.164297442,-0.4634352,-0.7069813
1,0.3,0.395759717,0.680184199,0.436802152,0.029788113,0.289311606,0.395333276,0.81094743,0.026670384,0.285652592,0.625054596,0.330478694,0.631242709,-0.16788916,-0.7218384
1,0.6,0.565692258,0.547670407,0.140719912,0.089728787,0.636719117,0.323282629,0.861356156,0.155941929,0.000967112,0.650396512,0.096781881,0.539328277,-0.101639345,0.6264591
1,0.6,0.443623514,0.187955203,0.699125288,0.049359998,0.396778843,0.345603508,0.808800969,0.019332048,0.135373367,0.683086367,0.092358195,0.654130999,-0.019859381,-0.1602582
1,0.3,0.380661741,0.242201985,0.01173048,0.029236401,0.370092362,0.501686057,0.686078125,0.02082386,0.056915704,0.986520213,0.063492868,0.806684948,0.11010444,-0.33057386
1,0.6,0.40507549,0.242713957,0.122871053,0.073381873,0.443289403,0.198397508,0.729782208,0.02082386,0.231713886,0.396931784,0.322984269,0.668442107,-0.19574735,-0.73976344
1,0.6,0.41599743,0.36969414,0.171765174,0.007897511,0.804826581,0.42662235,0.537218169,0.08659839,0.085302084,0.288830407,0.054277615,0.085805289,-0.29876933,-0.7214253
1,0.6,0.169932541,0.711210974,0.397527808,0.018198022,0.885406504,0.592536815,0.832117343,0.135428393,0.200066844,0.397557615,0.012487103,0.684552208,0.13782766,-0.4661438
1,0.6,0.196594925,0.707926254,0.436984021,0.0114258,0.390862102,0.452701866,0.83268677,0.02082386,0.162416256,0.537008768,0.526565451,0.652198967,0.03947576,-0.3394253
1,0.6,0.06264054,0.831828823,0.215870943,0.151138902,0.058255138,0.285417916,0.884349183,0.701314248,0.296724259,0.834082814,0.034963358,0.652198967,0.1049405,-0.51618814
1,0.3,0.366848699,0.26953194,0.02477067,0.178709347,0.830777417,0.478128667,0.467473182,0.215571271,0.136090186,0.764079348,0.438839073,0.652198967,0.29336214,-0.33597946
1,0.3,0.455187922,0.180670828,0.439150924,0.059819466,0.697133886,0.509827359,0.642466736,0.146593087,0.271449989,0.22780412,0.148951054,0.652198967,0.080714725,-0.5402615
1,0.6,0.433665275,0.195921726,0.72464602,0.059701407,0.470017344,0.292101247,0.823052122,0.02082386,0.179650622,0.890141118,0.05139831,0.628764013,0.10588922,-0.29213247
1,0.3,0.830067459,0.296570693,0.206926743,0.190369906,0.394318067,0.327649737,0.44660065,0.014161237,0.015822443,0.705051133,0.296798463,0.714738685,-0.15071203,-0.6384117
1,0.6,0.274975907,0.319086394,0.10501006,0.051994702,0.643785272,0.817731946,0.519464781,0.084662046,0.183637474,0.460265035,0.106103191,0.65467023,0.17587048,-0.46011788
1,0.6,0.422422101,0.514187878,0.081087617,0.124279405,0.765941545,0.296382055,0.663916785,0.056618886,0.027527466,0.721546354,0.001384441,0.64660727,0.072839506,-0.46251217
1,0.6,0.144555092,0.739199016,0.60930868,0.099044625,0.478942541,0.421875405,0.866408235,0.02082386,0.021798816,0.864130505,0.068133222,0.695027103,-0.029481532,-0.3243243
1,0.2,0.19980726,0.52365235,0.049360017,0.005357775,0.896003129,0.269096295,0.884597079,0.88629014,0.092562722,0.396153081,0.071691751,0.619002326,0.024240486,-0.51800996
1,0.6,0.44683585,0.437312356,0.590262204,0.147177775,0.735008568,0.385815197,0.890321107,0.15523304,0.26032947,0.262244465,0.630848397,0.653493255,-0.009030999,-0.5712657
1,0.3,0.368133633,0.228190411,0.451183478,0.178439764,0.879528859,0.31783666,0.751643641,0.209302415,0.238469654,0.387445202,0.103746207,0.653493255,-0.089301504,-0.61045754
1,0.6,0.304850626,0.230469595,0.669259764,0.163192772,0.131238964,0.593036257,0.788651764,0.234247371,0.236837661,0.256783044,0.113665159,0.631242709,0.17986494,-0.37279078
1,0.6,0.419209765,0.168945892,0.005970179,0.213455962,0.901578029,0.288462336,0.425810356,0.312821472,0.287785206,0.323368428,0.223015726,0.638151267,0.006218717,-0.4476359
1,0.2,0.269193704,0.316895312,0.598111379,0.002809479,0.847905523,0.326692423,0.549921845,0.153551923,0.03477422,0.909949755,0.083201947,0.554050057,-0.24742,-0.7020471
1,0.6,0.306456794,0.301398242,0.725827748,0.054668606,0.038997801,0.356934966,0.554670546,0.017008882,0.048091557,0.614701307,0.103021258,0.695076962,-0.048158642,-0.55742633
1,0.6,0.504657886,0.200634839,0.496582856,0.000674686,0.484472225,0.46032756,0.589370376,0.049196525,0.14488886,0.299753196,0.14970579,0.642275444,-0.34201,-0.7112553
1,0.6,0.102473498,0.740372305,0.680463791,0.018819402,0.103412355,0.455897005,0.910924512,0.098661522,0.172380753,0.606737905,0.353438184,0.631242709,-0.015446339,-0.5513331
1,0.3,0.156761966,0.645238436,0.048520015,0.177456975,0.034972102,0.491647751,0.868991218,0.958784823,0.0641951,0.560861112,0.096699729,0.642275444,-0.32519105,-0.6205782
1,0.3,0.167362673,0.510514612,0.260020048,0.053635859,0.539423813,0.310711501,0.847300573,0.038855216,0.125620105,0.693971705,0.137352824,0.61382635,-0.34562212,-0.7265009
1,0.3,0.179569547,0.497644419,0.36321221,0.068005438,0.167056831,0.248011683,0.850769068,0.265442151,0.119912416,0.701177477,0.090088106,0.60720492,-0.013459716,-0.6643836
1,0.6,0.385480244,0.454778491,0.527748477,0.040699974,0.926565327,0.499318904,0.904837598,0.216659088,0.160244528,0.771395331,0.600869749,0.438755754,0.16530156,-0.4171934
1,0.6,0.380340508,0.435468158,0.751329705,0.077672092,0.032570944,0.308366957,0.872331385,0.259779683,0.204972587,0.600670153,0.339812906,0.118836718,0.14187364,-0.45786035
1,0.3,0.34693222,0.221475134,0.291501936,0.015523535,0.477751736,0.361750587,0.733462926,0.087683172,0.172748619,0.762925827,0.261239361,0.141679837,-0.080278836,-0.5309114
1,0.6,0.208801799,0.090126577,0.865869119,0.08447882,0.053911112,0.473115288,0.606693714,0.769874084,0.213256089,0.293754568,0.323391045,0.102989731,-0.36363637,-0.776607
1,0.6,0.65852875,0.165393651,0.019269826,0.009302047,0.187374923,0.414170825,0.470107543,0.019469964,0.182107569,0.604061565,0.404003971,0.171088143,0.018378379,-0.5436343
1,0.6,0.528107934,0.381384166,0.074666871,0.141369252,0.345542486,0.331191288,0.750445831,0.045030955,0.245599992,0.803669229,0.022364885,0.103398972,0.19129135,-0.5345317
1,0.6,0.313523932,0.706819945,0.13916517,0.071774104,0.486111652,0.293728049,0.821220326,0.066422216,0.193311154,0.504727545,0.01464772,0.137666497,-0.22947045,-0.70971185
1,0.3,0.089302923,0.676696977,0.468614262,0.02654424,0.458969941,0.326547902,0.881395106,0.021188009,0.054443643,0.868430692,0.005216177,0.095810695,0.017007109,-0.49153468
1,0.3,0.078702217,0.683343439,0.513325284,0.088980119,0.294867933,0.312173848,0.879523848,0.010352501,0.012817615,0.886501375,0.063778977,0.131225097,-0.026412027,-0.526284
1,0.6,0.097012528,0.632167784,0.376038682,0.027721346,0.142581702,0.651114689,0.885658195,0.962280156,0.188311207,0.468634232,0.155278465,0.095810695,-0.041042708,-0.57598656
1,0.3,0.107613235,0.562196318,0.258829381,0.096870993,0.355880609,0.440940613,0.855514454,0.02082386,0.192119512,0.491929791,0.084739119,0.112725082,-0.18041149,-0.66834897
1,0.6,0.350787022,0.240471635,0.137938507,0.117072653,0.083527581,0.423945007,0.769303466,0.921988711,0.154034951,0.915791589,0.021828905,0.098602381,0.21541104,-0.43551913
1,0.9,0.384837777,0.135833757,0.263836103,0.028065772,0.526438831,0.229327771,0.500020593,0.02082386,0.253444818,0.520363203,0.149035862,0.127345901,-0.44066098,-0.7542683
1,0.6,0.444908448,0.149316671,0.256462029,0.084801297,0.677620273,0.351394918,0.516953776,0.066618606,0.121933235,0.86247212,0.285267586,0.112725082,-0.21305957,-0.74633557
1,0.3,0.657243816,0.999145286,0.27119283,0.009952506,0.488453472,0.502826301,0.003386109,0.363403219,0,0.778318596,0.416031933,0.098602381,-0.41272706,-0.74450386
1,0.6,0.767105686,0.432637326,0.319529462,0.039297475,0.787698683,0.504290107,0.768417164,0.096933046,0.301450984,0.298363261,0.284372831,0.478820096,0.21843825,-0.37488654
1,0.3,0.20526823,0.192118929,0.343807488,0.018111011,0.523771936,0.353829651,0.471168975,0.02082386,0.01849367,0.823574795,0.595368601,0.113830221,-0.29864132,-0.77518815
1,0.5,0.264375201,0.544292474,0.746316678,0.02631312,0.142445008,0.280779513,0.023206131,0.576054278,0.202719597,0.596094371,0.20296305,0.12476747,-0.42391303,0.40895906
1,0.6,0.691294571,0.285824959,0.064091357,0.188527311,0.890752816,0.429282312,0.537559786,0.216659088,0.243128257,0.639656643,0.07342586,0.750545209,-0.025652668,-0.5472603
1,0.3,0.757789913,0.384260755,0.770128795,0.031072028,0.646746982,0.38306067,0.057697127,0.033241259,0.121278646,0.714275766,0.611162654,0.127857485,-0.1585342,-0.6372196
1,0.3,0.75843238,0.38511855,0.769624381,0.029276825,0.661914204,0.371353021,0.05811526,0.043278565,0.131917229,0.687548996,0.671872219,0.113830221,-0.028594282,-0.5621014
1,0.6,0.589784774,0.270589687,0.713688707,0.004922205,0.682437755,0.364898079,0.529173143,0.035762919,0.110824057,0.505599591,0.066507827,0.113830221,-0.13680154,-0.6257922
