flood,Density_River,Density_Road,Distan2river,Distan2road_met,NDVI,aspect,curvature,dem,flowDir,lulc,rainfall,slope,twi,NDBI,NDWI
1,7.78E-05,0.6671742,285.90225,315.78168,0.43932745,102.09476,2,266,2,10,1066.218,13.071385,7.625835,-0.36093086,-0.7411967
1,2.59E-04,6.505567,378.66776,413.03632,0.16327941,329.93143,-4,403,64,40,452.1298,5.0861926,6.6793947,0.047328245,-0.4422188
1,2.36E-04,2.2775605,218.78787,186.5876,-0.018387973,-1,0,76,1,80,980.7434,0,11.859108,0.070032574,0.22100955
1,1.93E-04,2.851947,2446.543,547.3006,0.14993654,127.7468,22,440,2,10,498.23422,17.634163,7.7868075,-0.07388674,-0.5965792
1,2.57E-04,2.6451318,1386.7743,266.10458,0.12756264,5.194428,-3,407,128,30,657.37836,2.5639057,11.859108,0.24956535,-0.40723178
1,1.07E-04,2.08705,1563.4912,1398.6571,0.022136535,172.87498,5,24,4,80,968.25323,3.7400842,8.045786,0.12484022,0.28556523
1,1.78E-04,1.9791254,2524.982,687.2096,0.14695194,76.53479,40,391,1,10,492.9389,16.48737,7.8555346,0.14021139,-0.45627376
1,8.47E-05,2.7898386,1791.1265,146.22046,0.33059302,25.016893,6,471,1,10,826.71704,7.6441627,7.5940022,-0.24244131,-0.69815195
1,1.56E-06,1.400013,6361.7153,129.74591,0.37109834,123.69007,-7,473,2,10,834.8853,5.012164,6.6161785,-0.34080896,-0.75886524
1,1.10E-04,0.79500014,2129.1343,2306.8225,0.47816712,122.47119,8,434,2,10,945.1149,22.921907,7.8423715,-0.31618792,-0.6940737
1,2.50E-04,3.6038046,972.9788,121.62235,0.27907163,70.46335,13,44,1,40,1001.851,7.595757,7.435559,-0.07494352,-0.5554292
1,2.71E-04,2.3518338,1129.0756,60.811176,0.16203794,186.3402,8,251,16,30,445.09027,4.1992383,7.469808,0.08592668,-0.4144581
1,2.93E-04,11.770231,679.6924,84.1935,0.37299055,206.56505,1,4,16,40,1223.4218,5.1797853,7.651146,-0.27539936,-0.59297687
1,2.86E-04,4.5714107,521.6087,60.811176,0.19585916,167.00539,15,33,2,40,985.3264,3.0959876,8.41416,0.10501694,-0.4203789
1,3.71E-05,0.45343217,4540.2256,4079.2952,0.46181872,216.17963,13,578,4,10,918.2917,18.598648,7.679322,-0.36622807,-0.6885549
1,3.41E-04,6.6613445,732.0836,155.8252,0.2813756,35.537678,13,155,1,40,574.9429,3.989838,7.5277433,-0.43206778,-0.60365427
1,2.18E-04,3.2530313,3788.6343,1651.4496,0.43881047,141.20345,2,403,2,10,856.8521,14.85749,7.636306,-0.29266438,-0.698377
1,3.21E-04,8.6485,560.9764,152.02794,0.1633872,297.89728,4,524,4,40,423.85785,4.458975,7.0264425,-0.16384664,-0.5902839
1,3.45E-04,2.7023492,692.7065,489.56992,0.36895892,304.992,14,410,8,10,695.68945,5.6522746,7.9851923,-0.2575556,-0.6977162
1,3.06E-04,0.03183181,169.48521,4054.4653,0.39715445,166.18498,-9,478,4,10,810.0526,14.287491,7.650066,-0.34164223,-0.715625
1,4.22E-04,12.566326,679.81854,90.31767,0.1814988,293.19858,-2,7,64,40,1102.9138,1.7684314,6.660574,-0.15010571,-0.42036554
1,2.30E-04,6.244603,369.37683,42.999996,0.11340086,206.56505,4,10,32,40,942.42175,1.0386748,7.531342,-0.28348735,-0.5171577
1,2.72E-04,0.9081679,2126.667,42.999996,0.25883815,12.264773,4,1025,128,30,563.73254,5.450723,8.707279,0.029796131,-0.66367877
1,2.11E-04,2.4494264,1470.2899,394.34485,0.15346971,73.88658,-1,130,1,10,631.59283,10.752023,7.286095,0.17757817,-0.49764076
1,4.81E-04,12.241996,225.23746,252.19577,0.14401358,315,1,12,64,40,1086.1519,1.3137449,7.1272163,0.1884139,-0.3354824
1,1.92E-04,4.547667,129.74591,243.2447,0.14672787,161.56505,1,448,1,40,686.22925,1.4687471,7.126055,0.06080247,-0.38664845
1,4.72E-04,9.459079,1004.077,112.224754,0.29963207,225,1,6,1,30,1086.7063,0.9853842,8.225694,-0.10393234,-0.6218164
1,8.13E-06,1.9171727,4581.297,56.576008,0.21286991,217.87498,-8,664,4,40,408.71365,5.2817907,7.2280345,0.20606793,-0.38145292
1,1.37E-04,9.381578,4366.2725,42.999996,0.47081858,300.96375,2,27,64,40,973.2089,1.3541625,7.7761235,-0.09842719,-0.5983758
1,1.66E-04,1.5748373,1776.2167,668.6926,0.3759259,83.659805,7,153,128,40,594.025,2.1024425,7.701766,-0.16805758,-0.4863601
1,2.38E-04,8.599197,1667.7076,91.21677,0.15715584,86.18593,3,16,128,40,1079.2987,3.487623,7.970298,-0.013506852,-0.5005109
1,3.13E-04,1.8962545,365.02606,509.99255,0.18782374,80.537674,10,367,128,40,659.7427,2.8235226,8.963809,0.30735043,-0.3592754
1,1.87E-04,4.1176057,1941.865,21.499998,0.1452587,168.69006,20,164,2,30,599.4634,7.0702996,7.8473625,-0.006354708,-0.3648472
1,1.91E-04,7.130106,1286.6575,29.369543,0.2521751,225,0,34,2,40,1003.4554,0.3284902,8.557048,0.004047855,-0.4750866
1,9.68E-05,1.2529765,4149.906,1072.5535,0.070949785,227.60257,-16,356,4,10,518.00354,7.196245,6.9036436,0.12544672,-0.45977363
1,1.80E-04,0.07167277,1876.3737,1983.532,0.53511393,185.52754,1,533,8,10,815.86926,14.172356,7.7399716,-0.37407658,-0.7622739
1,1.12E-04,3.6132064,3448.0872,60.809933,0.13269831,196.38954,-1,212,2,40,537.4428,4.108957,6.7211633,-0.059930313,-0.45689654
1,3.32E-04,7.276891,308.72998,60.535225,0.29830593,25.709953,19,52,64,10,1049.3429,20.024736,7.8824477,-0.232408,-0.6811977
1,5.54E-04,10.108109,608.11176,0,0.15529518,270,-1,3,1,40,1083.6833,0.4645502,7.4591537,-0.12855108,-0.55120546
1,1.18E-04,4.3268824,2155.3333,829.3931,0.09855799,86.42367,9,351,2,40,491.78546,7.4059467,7.586296,0.16180371,-0.21491735
1,9.30E-05,1.9642633,4657.8193,1037.1929,0.2981646,218.6598,-13,1041,8,10,233.15012,11.731798,7.3249803,-0.021385254,-0.6165698
1,2.34E-04,4.1840377,1177.2943,29.369543,0.21631825,220.91438,-3,14,2,10,1030.389,4.6007166,6.802041,0.36101013,-0.05495894
1,4.40E-04,1.3771396,155.8252,462.95233,0.14752544,355.6013,7,324,128,40,650.14777,3.0257473,7.680875,0.24493986,-0.38090128
1,3.29E-04,8.98376,1459.5807,21.499998,0.3080455,209.93152,-8,510,2,10,427.77686,8.775692,6.900902,-0.053353332,-0.5010687
1,7.56E-05,2.7363648,4433.813,169.97234,0.32433867,40.23636,4,545,128,10,662.3515,7.86147,8.283819,0.040341213,-0.52628607
1,3.65E-04,8.805061,1220.7822,21.499998,0.05566764,321.34018,-1,1,1,40,1085.9805,2.9719696,7.8206167,-0.1071879,-0.5247467
1,1.01E-04,1.910934,169.97234,216.18456,0.2180344,191.30994,-9,13,1,40,942.23346,1.1842326,7.1263485,-0.3158476,-0.6294017
1,2.91E-04,2.5092826,715.5319,112.196724,0.15515098,101.30993,4,217,1,30,323.6267,5.901052,7.7683334,0.23286362,-0.47452182
1,1.37E-04,1.5291499,1042.6869,1537.3271,0.24862672,312.61404,-7,219,64,60,337.27838,7.841366,7.3847537,-0.106247514,-0.4654718
1,2.26E-04,4.549617,1684.5208,156.75093,0.16281947,26.56505,-12,180,64,40,530.65845,4.147893,6.7246466,-0.21512264,-0.5977814
1,1.79E-04,0.8346645,2207.9382,542.64624,0.18991625,278.1301,9,358,64,10,475.43976,1.6420193,8.456132,-4.92E-04,-0.5270108
1,4.79E-05,1.1392348,4533.0156,335.42392,0.23469204,293.58704,6,352,16,30,313.1798,17.436357,7.7143044,-0.19426964,-0.6262534
1,0,0.4948305,7059.5933,1728.5015,0.44818622,33.690067,13,652,64,10,835.9002,27.754045,8.234636,-0.38203067,-0.7748593
1,1.20E-04,1.5650834,1459.58,990.68445,0.16567853,232.90717,-33,226,16,30,337.74173,11.770849,7.0653124,0.07129799,-0.10243055
1,4.51E-04,8.142499,60.811176,56.576008,0.13713971,194.03624,4,4,8,40,1075.1174,1.9147184,8.181999,-0.20476611,-0.541502
1,3.58E-04,6.611944,1967.1698,85.99999,0.15260926,0,1,164,128,40,545.72784,2.3215306,7.435572,-0.14016712,-0.48066637
1,2.78E-04,0.6555194,150.10814,1671.8528,0.17516975,0,1,206,4,40,561.49084,0.9290393,8.183095,0.030166337,-0.38709676
1,2.02E-04,1.2112519,2302.6155,769.74384,0.10316964,45,-2,400,128,30,466.2872,2.9538245,9.676625,0.18725379,-0.42174578
1,1.19E-04,3.9305842,177.8693,0,0.14854585,258.69006,-7,6,16,30,923.69055,1.1842326,6.6771097,0.0754236,-0.42665434
1,3.02E-04,2.9354475,3125.6982,60.811176,0.15189612,258.69006,5,234,32,40,337.30942,2.367454,8.1053095,0.18083765,-0.4899363
1,1.22E-04,4.237883,2266.1213,117.59998,0.10040614,135,-5,449,1,40,651.55963,1.3137449,7.8195605,0.07190874,-0.4087817
1,8.99E-05,3.0937624,4625.587,412.0685,0.08537336,142.12502,11,272,1,30,548.62177,15.500821,7.123113,0.11093018,-0.3857868
1,1.65E-04,1.367828,516.895,91.21677,0.40071356,234.46233,10,51,64,30,1013.20874,1.9973403,8.73528,-0.36236855,-0.7498165
1,9.49E-05,3.2801056,4158.533,0,0.21245441,198.43495,0,508,4,40,616.0792,3.6676545,7.1686616,-0.075,-0.5700824
1,1.85E-04,1.7961123,2468.4248,140.61954,0.21631837,291.80142,3,225,4,10,491.75714,4.9908075,7.287907,0.039575838,-0.5104229
1,4.01E-04,3.1910203,1406.8009,0,0.18687718,21.801409,10,419,32,10,312.0364,2.5001462,8.044726,0.017802866,-0.566482
1,1.03E-04,0.7398843,2408.8872,2594.2168,0.17813788,96.340195,-21,197,1,40,643.7634,8.353843,6.2803435,0.17482096,-0.43403643
1,1.46E-04,4.197411,1354.1967,273.6503,0.0625572,0,8,430,32,80,755.5502,0.9290393,9.249961,0.0345801,-0.08571429
1,1.83E-04,1.3279564,3034.475,791.474,0.42067075,12.9946165,-1,88,64,10,986.8016,6.1740007,8.6262045,-0.26372728,-0.7170989
1,2.06E-04,2.4903443,917.8984,91.21677,0.14840081,135,3,121,4,40,639.7221,2.6261098,7.2990346,0.1658031,-0.27986908
1,1.50E-04,2.260565,1883.8113,1121.7805,0.13145857,10.304846,-4,247,4,40,498.03638,5.1797853,6.5550175,0.15454546,-0.39312464
1,2.07E-04,1.861117,645.6073,327.32864,0.12626247,26.56505,-13,207,64,40,317.07944,2.0766673,6.818022,0.16968699,-0.30216536
1,9.59E-05,0.77315795,4854.1714,91.21677,0.23211843,104.03625,7,551,1,30,588.00616,1.9147184,7.409504,0.040509257,-0.47508895
1,1.23E-04,4.1590815,3234.3345,91.21677,0.2086651,206.56505,1,443,1,40,655.57526,1.0386748,8.844212,0.11400206,-0.43658063
1,5.84E-04,12.90742,961.82574,71.47445,0.12342323,270,-2,7,128,40,1101.3591,1.3934064,6.766029,0.18506323,-0.36895674
1,1.05E-04,3.5505419,3461.4998,159.27518,0.12821606,221.63354,8,207,4,30,535.26465,5.5763736,7.7797956,-0.07436823,-0.39000466
1,2.06E-04,7.9167533,2923.9333,716.95526,0.38284376,270,7,0,4,80,1087.9415,0.4645502,8.737055,-0.6089918,-0.77300704
1,6.56E-04,10.415871,180.97562,60.811176,0.123925894,18.434948,5,3,1,40,1079.995,0.7344942,7.3533387,-0.13359684,-0.44665825
1,3.73E-04,11.684573,483.77783,158.41486,0.12061124,300.96375,-3,12,4,40,1070.561,1.3541625,7.1271853,0.24156928,-0.31452546
1,2.17E-04,5.179922,1223.7394,325.0629,0.30211475,149.03624,7,409,2,40,719.285,1.3541625,9.280596,-0.20245013,-0.67821133
1,4.82E-04,9.01058,90.31767,121.62235,0.2183831,45,-1,3,4,40,1082.1768,0.3284902,11.859108,-0.22332506,-0.5492995
1,1.17E-04,1.8290613,110.97417,2137.3062,-0.09077461,-1,0,202,4,80,530.4957,0,11.859108,-0.19642857,0.51405257
1,4.18E-04,8.038401,306.36673,84.16956,0.17871442,98.130104,-4,6,1,40,1075.1099,1.6420193,7.126971,-0.21745878,-0.47844523
1,1.67E-04,0.103126936,97.51856,2007.141,0.15088318,315,4,232,16,40,647.6014,5.5668116,7.696141,0.2136776,-0.46072078
1,6.04E-04,12.931323,242.08922,85.99999,0.09685449,348.69006,-2,10,2,40,1101.7782,1.1842326,7.489012,0.25,-0.27292818
1,2.83E-04,0.3901407,198.75902,470.8439,0.21338974,233.1301,-3,456,4,10,815.5501,6.934349,7.920323,-0.06301575,-0.56444937
1,3.44E-04,2.2650416,489.5695,289.80743,0.09492398,23.962488,11,215,64,30,452.52826,4.5657005,8.163093,0.19471154,-0.35819986
1,4.02E-04,7.269941,214.99998,0,0.30210984,305.5377,-9,161,8,40,559.22253,1.9973403,7.3737907,-0.14627966,-0.5623234
1,1.34E-04,0.24513863,577.7062,1199.54,0.17006935,46.507435,-21,347,128,10,723.42596,12.294831,7.323767,-0.10380743,-0.6507442
1,2.03E-04,1.0554646,691.6274,459.9246,0.19335404,90,13,317,2,10,487.67953,1.8575904,8.269964,0.007323184,-0.4989088
1,1.81E-04,0.079326056,773.99994,2720.4214,0.29056385,243.8861,15,266,8,10,656.2605,12.967005,7.867707,-0.08489723,-0.49176702
1,7.87E-05,1.9580361,4666.14,420.32367,0.11314511,96.340195,16,345,2,40,490.37195,2.1024425,8.184312,0.20394915,-0.29220638
1,2.53E-04,6.080804,364.86707,60.811176,0.3242548,45,-4,12,64,40,1197.509,1.3137449,7.1284337,-0.35849056,-0.6823932
1,1.86E-04,5.0187573,91.21677,531.3974,0.4202614,201.8014,8,162,4,40,544.5949,2.5001462,7.8231883,-0.2836829,-0.65112025
1,1.65E-04,5.1097193,2930.3284,584.97217,0.41400564,311.63354,15,368,32,10,473.81265,5.5763736,8.385928,-0.2966203,-0.6890595
1,4.92E-04,8.953394,330.90186,30.405588,0.2480064,153.43495,4,1,4,40,1081.427,1.0386748,8.064373,-0.2861368,-0.6499388
1,1.71E-04,1.4643474,1624.8657,442.50287,0.15061352,195.70863,-10,316,4,30,543.299,15.084259,7.2348886,0.10612109,-0.5116737
1,2.07E-04,2.4733012,152.89137,280.24683,0.09242636,135,-2,147,8,40,830.97565,0.3284902,8.067889,0.22701974,-0.34208116
1,3.72E-04,6.3394156,915.6172,83.77643,0.18572097,351.8699,1,176,128,40,539.0959,1.6420193,7.94636,-0.25881997,-0.6145417
1,3.38E-04,0.31493443,122.00497,1025.3124,0.39128843,341.56506,6,359,16,10,851.9764,4.3985453,7.4114246,-0.3703994,-0.73525035
1,8.34E-05,0.22915901,3526.5842,4295.512,0.22974761,181.33221,0,209,1,10,649.94324,9.891299,8.287668,0.07122615,-0.60391515
1,9.74E-05,3.046133,2712.827,1647.1395,0.4265101,239.93141,-61,416,8,10,1012.33124,28.103481,7.009142,-0.32267064,-0.70286125
1,1.05E-04,0.6115187,2986.3853,1136.1259,0.20389427,98.130104,-4,321,128,10,553.8766,6.5413065,7.090696,0.08881778,-0.5225434
1,1.47E-04,2.1350262,3613.7458,29.369543,0.32889795,165.96376,-9,289,16,10,327.4284,1.9147184,9.098156,-0.606587,-0.67855644
1,2.92E-04,2.1445534,2253.3252,779.9429,0.31567165,34.330215,17,444,128,30,695.94336,21.927624,7.6165957,-0.09687779,-0.59192127
1,9.76E-05,6.5812526,1228.2181,70.18832,0.391824,308.29016,24,743,8,40,209.21329,5.60496,7.4941792,-0.30215827,-0.4171379
1,3.67E-04,6.310328,1476.1855,60.535225,0.15016858,234.46233,-8,180,2,40,539.6478,1.9973403,11.859108,-0.29968756,-0.5259594
1,3.75E-04,6.0737915,554.38617,90.83059,0.34231198,120.96376,1,155,4,40,565.6817,2.7068136,6.8822756,-0.25070423,-0.6260427
1,3.88E-05,0.9186127,5940.3423,464.925,0.14751792,217.87498,-1,217,32,10,561.8545,2.6465178,8.184648,0.08487344,-0.5126683
1,9.00E-05,2.5931745,2137.2166,30.405588,0.28796196,251.56505,-3,446,16,40,814.40436,2.2025177,7.1265025,0.019716665,-0.54086316
1,1.75E-04,1.4301382,2062.2349,196.6038,0.36576703,170.53767,2,68,128,10,1107.2822,5.6333976,7.7219615,-0.13913205,-0.58568835
1,1.73E-04,0.63624376,787.72546,2928.217,-0.093549944,-1,0,202,4,80,575.7112,0,11.859108,-0.17880794,0.5176152
1,2.01E-04,2.1084802,257.99997,21.499998,0.08111364,270,-11,189,64,30,322.35968,4.635463,6.950509,0.1694125,-0.3996857
1,3.29E-04,10.931961,146.7161,0,0.1037569,171.8699,-13,18,4,30,1077.5308,1.6420193,6.8903117,0.2014355,-0.27802595
1,3.95E-04,12.202211,345.45483,90.41355,0.11861226,135,6,13,4,40,1077.5796,1.9701859,7.1273017,0.20369808,-0.3451101
1,7.17E-05,0,5038.5254,7360.0503,0.3808671,71.56505,-22,453,1,10,641.9413,20.394194,6.989352,-0.22741742,-0.6387302
1,8.42E-05,3.7575197,4510.5317,30.38851,0.15941669,235.88553,-14,409,16,40,406.89212,8.631441,6.536531,0.051396195,-0.48825398
1,1.60E-04,12.026801,2444.5723,0,0.39236122,119.47589,-2,770,4,10,257.437,6.113464,6.9259577,-0.13695318,-0.6460853
1,2.27E-04,2.8608456,2752.3037,152.02794,0.11797282,341.56506,-4,361,16,40,498.15314,1.4687471,7.373025,0.10770235,-0.45039788
1,2.31E-04,1.15051,1618.8406,1278.7191,0.14652124,239.03624,1,264,8,30,815.3552,18.31175,7.61603,0.18793994,-0.4011178
1,4.01E-04,2.2545762,209.30655,577.7062,0.16593483,192.26477,7,321,2,30,304.72806,5.450723,8.900663,0.12838428,-0.41426548
1,1.52E-04,1.749402,4226.377,854.7748,0.16624777,262.99875,15,235,32,30,548.307,13.105968,8.039345,0.1677117,-0.47352302
1,1.42E-04,1.8314532,1551.8143,691.9064,0.33068317,231.3402,9,89,16,30,933.05457,2.9719696,7.9876256,-0.030271124,-0.6517091
1,3.03E-04,4.514922,2542.8896,42.999996,0.08019337,161.56505,3,208,64,40,502.40115,1.4687471,7.49071,0.17204882,-0.22089505
1,2.33E-04,0.16792627,42.999996,2635.5103,0.33701122,213.2317,30,215,8,10,669.6924,8.000713,8.378768,-0.015762758,-0.5413514
1,2.95E-05,1.6981387,502.17822,1166.7847,0.4932558,147.43956,17,148,4,10,1024.0062,21.763706,8.121412,-0.3315417,-0.7497351
1,4.42E-04,8.313242,188.9699,0,0.18598081,120.96376,0,33,1,40,1035.23,1.3541625,8.225663,-0.019785458,-0.3529412
1,2.58E-04,3.8501909,473.9722,152.02794,0.32514,357.51044,-20,276,8,10,402.3818,5.3320456,7.6519685,-0.005830468,-0.5290909
1,1.25E-04,6.724104,4396.9634,42.999996,0.37010807,315,9,24,4,40,943.48956,0.6569588,8.511961,-0.102276534,-0.5635759
1,1.59E-04,4.6242123,1324.2041,42.999996,0.21970642,74.74488,23,170,64,40,520.1328,2.6465178,8.533455,-0.29154077,-0.5951493
1,5.18E-04,3.1576478,610.7906,100.445595,0.07869238,9.462321,-4,202,8,40,434.87543,2.8235226,7.6732483,-0.14240919,-0.3460591
1,0,2.5188339,8243.173,243.2447,0.372438,267.7974,5,775,16,30,382.34714,11.912816,7.535617,-0.3158013,-0.67977047
1,4.11E-04,12.626223,1864.6886,198.63875,0.29010868,287.80188,20,50,16,10,1155.5116,24.896671,8.090259,-0.15213555,-0.6102615
1,2.74E-04,2.1988256,539.7058,30.38851,0.14525226,234.46233,5,125,4,40,672.95764,1.9973403,7.414611,-0.23819873,-0.5615103
1,1.47E-04,4.8839426,1291.7891,60.811176,0.13045031,33.690067,3,261,1,40,482.82684,1.6745193,9.07276,0.18816067,-0.3926499
1,2.77E-04,3.0309837,980.7952,242.02574,0.23952194,135,5,185,1,40,488.28406,3.6086526,7.17376,-0.41796586,-0.69551706
1,1.62E-04,2.980219,841.13104,227.79872,0.40707392,327.99463,-10,410,64,10,320.44696,4.374136,6.8908095,-0.09651955,-0.70917225
1,1.12E-04,0.72246724,522.98285,4221.6646,0.04544742,312.1376,27,234,16,80,398.7187,6.5494075,8.3396845,-0.14986376,0.6131989
1,1.73E-04,5.8414087,0,528.242,0.4067657,135,2,677,128,40,235.4252,1.9701859,8.04528,-0.2938302,-0.512317
1,3.28E-04,4.360107,608.21326,60.794098,0.18985116,0,-9,171,32,40,557.9643,3.711284,6.766127,0.11731939,-0.47479954
1,1.29E-04,3.4290361,2192.9663,101.880035,0.14714807,108.43495,6,5,16,30,919.1694,3.6676545,7.351644,0.10696361,-0.39115563
1,2.78E-04,2.2295904,554.8805,42.999996,0.19805975,90,7,122,2,40,677.90173,4.1736455,7.464678,0.09783389,-0.47093907
1,1.97E-04,2.1914158,925.95953,91.20252,0.13377711,210.96376,-2,132,4,40,645.72845,2.7068136,7.491345,0.120518826,-0.43609354
1,1.68E-04,3.8289964,60.811176,1111.3907,0.18914476,108.43495,4,174,1,30,518.8358,5.855801,7.5804753,0.17490713,-0.5411656
1,5.94E-06,0.9282227,5894.2417,202.44328,0.23442836,348.69006,4,393,16,40,828.25714,1.1842326,7.8944783,-0.059138756,-0.46286017
1,3.54E-04,13.301002,100.44561,0,0.19280031,30.963757,-6,9,2,40,1203.6122,2.7068136,6.4948034,-0.079393595,-0.45306122
1,2.04E-04,2.0191863,3100.4868,159.27518,0.079178974,225,4,209,8,40,470.66486,4.262538,8.228996,0.18356666,-0.33963075
1,0,0.5837381,6780.268,193.35074,0.14162354,274.3987,5,294,128,30,581.03546,3.0257473,9.256157,0.1674215,-0.43941605
1,1.56E-04,3.809248,4384.8765,169.97234,0.20024887,168.69006,-3,210,128,40,545.06903,2.367454,7.0850515,0.055778224,-0.3719971
1,2.02E-04,0.83590186,2234.846,1959.7543,0.16271362,318.0128,1,328,64,10,487.55414,6.225406,7.5035567,0.036221445,-0.49116382
1,1.74E-04,6.42644,91.21677,241.00049,0.30936834,284.03625,-10,679,64,40,238.88777,1.9147184,11.859108,-0.12283346,-0.45224172
1,3.06E-04,7.794811,1708.2917,396.16702,0.18786107,135,-5,27,4,40,1050.2607,0.6569588,11.859108,-0.045614034,-0.491755
1,3.53E-04,2.8681238,1798.745,169.31851,0.171352,139.08562,13,390,4,30,335.41302,4.6007166,7.209124,0.393186,-0.18953069
1,2.07E-04,5.4374423,1801.9121,30.405588,0.30611145,245.85446,0,635,8,30,402.6457,7.3415356,7.971357,-0.09881584,-0.64035356
1,5.86E-04,12.867445,881.7621,91.21677,0.31375343,0,0,8,64,40,1104.1685,0.4645502,7.4889402,-0.24722503,-0.48915663
1,2.49E-04,0.20840345,3409.4883,141.503,0.32250854,42.137596,7,410,64,10,868.40375,6.5494075,8.313658,-0.012581476,-0.48181012
1,1.95E-04,1.8816185,314.90613,986.24756,0.29460523,294.44394,-3,183,32,10,634.3749,2.8044105,8.045862,-0.022649394,-0.5613117
1,2.56E-04,8.71503,2782.74,21.499998,-0.08336504,45,7,4,2,80,1112.3744,0.6569588,8.375973,-0.11592994,0.32115677
1,2.07E-04,2.1426902,2529.1016,42.999996,0.16000038,0,-8,186,16,30,532.0711,1.8575904,6.6646533,0.081245914,-0.39715138
1,2.63E-04,1.606563,1587.077,336.15845,0.20750679,151.69925,9,426,2,30,618.02203,6.826663,7.373145,0.09725936,-0.5708055
1,3.55E-04,7.312097,1864.7277,113.47326,0.2979129,56.309933,-2,21,2,10,1058.9662,1.6745193,8.064134,-0.12808503,-0.6118404
1,2.03E-04,1.5550401,1124.2125,42.999996,0.2916479,222.61406,4,246,8,10,468.2933,7.841366,8.601563,-0.13202225,-0.54424965
1,2.62E-04,1.8378841,588.9483,42.999996,0.12237641,160.34618,15,233,16,30,454.99756,6.8730288,8.427923,0.10835688,-0.40696
1,1.93E-04,1.4057889,30.405588,1923.412,-0.041091003,235.561,1,169,64,80,641.52625,18.988005,7.1715236,-0.057377048,0.31564987
1,3.83E-04,9.229754,1021.7447,112.224754,0.11683866,288.43494,-2,11,64,40,1093.0281,0.7344942,8.152865,0.11867948,-0.34345472
1,1.23E-04,0.9022846,2335.8813,1864.9026,-0.038820386,-1,0,47,1,80,1086.958,0,11.859108,-0.22342733,0.61076605
1,2.05E-04,7.67635,341.75546,139.33037,0.29870397,135,-1,9,4,40,939.21875,1.9701859,7.1259456,-0.3450011,-0.45274103
1,3.00E-04,1.5642436,2666.7622,847.30865,0.14907026,117.181114,-23,433,2,30,682.1851,9.571257,6.641105,0.20255445,-0.48024315
1,1.97E-04,4.9105587,586.4185,97.51856,0.24409376,146.30994,5,389,4,30,383.68152,3.346183,7.413682,0.21539284,-0.34555453
1,6.02E-04,12.584076,209.30655,0,0.1154715,135,3,5,1,40,1090.5564,0.6569588,8.182118,-0.13736713,-0.47507954
1,7.61E-05,1.0883057,3923.9404,152.89339,0.15256388,264.2894,4,529,16,10,629.288,13.736917,7.459406,0.018923465,-0.5527454
1,4.13E-04,2.8048992,1620.7241,83.77643,0.11731142,34.99202,6,186,16,40,443.74725,5.6522746,7.904532,0.09805437,-0.38339922
1,1.94E-04,5.5017014,1953.3857,81.66979,0.007171127,-1,-2,3,64,80,931.64185,0,7.12578,0.1706998,0.026362939
1,2.97E-04,5.254927,1248.0469,30.38851,0.14532605,204.44395,2,183,8,40,493.6387,2.8044105,7.472146,0.05794228,-0.3463476
1,4.18E-04,1.5520298,171.99998,29.369543,0.18329346,33.690067,15,356,4,30,623.29004,1.6745193,8.588474,0.07920228,-0.5385592
1,1.48E-04,5.5892506,3152.267,198.75902,0.10267669,40.23636,12,354,128,40,469.4674,3.9493225,8.752771,0.08744504,-0.29782307
1,4.41E-04,2.0745084,225.23746,431.52643,0.07283122,299.0546,5,185,2,40,390.8722,2.3900836,7.645696,0.10700564,-0.3782488
1,2.07E-04,1.6364162,3644.6794,1771.3326,0.18277934,41.009087,17,217,128,10,709.73047,26.301447,7.584924,0.05553323,-0.5536753
1,2.38E-04,0,112.223595,6589.0913,0.40120262,85.10091,4,415,1,10,949.0376,15.898244,7.7351303,-0.34535366,-0.7184732
1,1.40E-04,8.009543,1426.6371,60.811176,0.1926701,81.869896,8,23,64,40,974.02,1.6420193,8.604993,0.10170599,-0.4518362
1,3.58E-04,12.630895,1258.7382,42.999996,0.14087021,270,1,6,2,40,1206.0919,0.9290393,7.460264,-0.25177222,-0.54480034
1,5.87E-04,3.1506195,42.999996,100.14675,0.07387766,251.56505,3,194,64,40,428.20618,2.9355664,7.7506566,0.20631945,-0.36968577
1,1.76E-04,10.674447,874.54584,0,0.4671191,305.5377,4,22,128,40,1005.81067,1.9973403,8.046063,-0.27409917,-0.64166665
1,2.46E-04,0.4558989,2328.7668,1747.5918,0.3708725,237.26477,15,703,16,10,743.2294,7.6853986,7.758939,-0.24217118,-0.7085427
1,3.83E-04,8.704648,1236.4299,71.47445,0.03403961,26.56505,3,23,64,30,1069.0096,1.0386748,8.226032,-0.1885413,-0.4358529
1,4.35E-04,2.2723398,713.57166,900.3135,0.21233428,216.25385,0,120,32,10,855.4955,4.312499,7.5983953,-0.026569573,-0.6239103
1,1.79E-04,0.15051499,30.38851,4784.6377,0.33446315,315,1,363,16,10,802.9965,1.3137449,8.850535,-0.09475655,-0.65796936
1,2.78E-04,1.5707872,1329.8524,724.151,0.24962793,241.18921,21,258,16,10,852.19714,20.31163,7.4485316,-0.07095151,-0.61001164
1,4.51E-04,2.1842122,42.999996,830.8192,0.19899975,309.2894,-9,110,16,30,853.5668,3.2976756,6.89457,0.08218812,-0.42437106
1,1.24E-04,7.39067,1177.3623,30.405588,0.18732396,315,4,17,128,40,948.6243,1.6420193,8.224539,0.12231574,-0.44815055
